"StartDate","EndDate","Status","Progress","Duration..in.seconds.","Finished","RecordedDate","RecipientLastName","RecipientFirstName","RecipientEmail","ExternalReference","DistributionChannel","UserLanguage","consent","id","com.1","com.2","q1","v.3","p.3","i.3","u.3","a.3","x.3","v.4","p.4","i.4","u.4","a.4","x.4","q1.1","v.1","p.1","i.1","u.1","a.1","x.1","v.2","p.2","i.2","u.2","a.2","x.2","q2","FL_130_DO","bikecaseproblem_DO","bikecaseunresolved_DO","bikecaseresolved_DO","bikemessageproblem_DO","bikemessageunresolved_DO","bikemessageresolved_DO"
"10/11/2024 8:40","10/11/2024 8:42","0","100","116","1","10/11/2024 8:42","","","","","anonymous","EN","1",26,"7","1","7","","","","","","","6","6","5","6","5","4","","","","","","","","","","","","","","6","FL_152","Q457|q1","","Q364|u.4|x.4|a.4|p.4|v.4|i.4","","",""
"10/11/2024 8:38","10/11/2024 8:42","0","100","207","1","10/11/2024 8:42","","","","","anonymous","EN","1",27,"7","1","3","2","1","2","2","2","4","","","","","","","","","","","","","","","","","","","","1","FL_151","Q457|q1","Q351|x.3|i.3|v.3|p.3|a.3|u.3","","","",""
"10/11/2024 8:40","10/11/2024 8:42","0","100","92","1","10/11/2024 8:42","","","","","anonymous","EN","1",28,"7","1","3","","","","","","","4","5","5","4","5","4","","","","","","","","","","","","","","4","FL_152","Q457|q1","","Q364|i.4|p.4|v.4|u.4|x.4|a.4","","",""
"10/11/2024 8:38","10/11/2024 8:42","0","100","204","1","10/11/2024 8:42","","","","","anonymous","EN","1",29,"7","1","5","5","5","5","5","5","4","","","","","","","","","","","","","","","","","","","","5","FL_151","Q457|q1","Q351|x.3|p.3|v.3|u.3|a.3|i.3","","","",""
"10/11/2024 8:39","10/11/2024 8:42","0","100","189","1","10/11/2024 8:42","","","","","anonymous","EN","1",30,"7","1","4","","","","","","","2","2","2","2","2","4","","","","","","","","","","","","","","4","FL_152","Q457|q1","","Q364|x.4|v.4|p.4|u.4|i.4|a.4","","",""
"10/11/2024 8:41","10/11/2024 8:42","0","100","49","1","10/11/2024 8:42","","","","","anonymous","EN","1",31,"6","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"10/11/2024 8:40","10/11/2024 8:42","0","100","86","1","10/11/2024 8:42","","","","","anonymous","EN","1",32,"7","1","","","","","","","","","","","","","","5","2","3","2","2","1","4","","","","","","","1","FL_430","","","","Q417|q1","Q463|p.1|u.1|i.1|x.1|v.1|a.1",""
"10/11/2024 8:39","10/11/2024 8:42","0","100","173","1","10/11/2024 8:42","","","","","anonymous","EN","1",33,"7","1","","","","","","","","","","","","","","4","","","","","","","7","6","7","7","6","4","6","FL_431","","","","Q417|q1","","Q423|x.2|a.2|i.2|u.2|v.2|p.2"
"10/11/2024 8:40","10/11/2024 8:42","0","100","120","1","10/11/2024 8:42","","","","","anonymous","EN","1",34,"7","1","6","6","6","6","6","7","4","","","","","","","","","","","","","","","","","","","","6","FL_151","Q457|q1","Q351|a.3|x.3|i.3|p.3|u.3|v.3","","","",""
"10/11/2024 8:39","10/11/2024 8:42","0","100","181","1","10/11/2024 8:42","","","","","anonymous","EN","1",35,"7","1","","","","","","","","","","","","","","4","5","2","5","5","5","4","","","","","","","1","FL_430","","","","Q417|q1","Q463|i.1|x.1|a.1|u.1|v.1|p.1",""
"10/11/2024 8:41","10/11/2024 8:42","0","100","90","1","10/11/2024 8:42","","","","","anonymous","EN","1",36,"7","1","","","","","","","","","","","","","","1","2","2","2","2","4","4","","","","","","","1","FL_430","","","","Q417|q1","Q463|a.1|p.1|x.1|v.1|u.1|i.1",""
"10/11/2024 8:40","10/11/2024 8:42","0","100","112","1","10/11/2024 8:42","","","","","anonymous","EN","1",37,"7","1","","","","","","","","","","","","","","2","","","","","","","2","3","4","2","3","4","3","FL_431","","","","Q417|q1","","Q423|i.2|p.2|a.2|u.2|x.2|v.2"
"10/11/2024 8:41","10/11/2024 8:42","0","100","90","1","10/11/2024 8:42","","","","","anonymous","EN","1",38,"6","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"10/11/2024 8:39","10/11/2024 8:42","0","100","194","1","10/11/2024 8:42","","","","","anonymous","EN","1",39,"7","1","5","5","5","4","5","5","4","","","","","","","","","","","","","","","","","","","","4","FL_151","Q457|q1","Q351|p.3|x.3|v.3|i.3|a.3|u.3","","","",""
"10/11/2024 8:41","10/11/2024 8:42","0","100","53","1","10/11/2024 8:42","","","","","anonymous","EN","1",40,"7","4","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"10/11/2024 8:41","10/11/2024 8:42","0","100","76","1","10/11/2024 8:42","","","","","anonymous","EN","1",41,"6","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"10/11/2024 8:39","10/11/2024 8:42","0","100","178","1","10/11/2024 8:42","","","","","anonymous","EN","1",42,"7","1","6","7","5","6","5","5","4","","","","","","","","","","","","","","","","","","","","5","FL_151","Q457|q1","Q351|v.3|x.3|a.3|i.3|u.3|p.3","","","",""
"10/11/2024 8:41","10/11/2024 8:42","0","100","100","1","10/11/2024 8:42","","","","","anonymous","EN","1",43,"7","1","5","2","3","3","3","4","4","","","","","","","","","","","","","","","","","","","","5","FL_151","Q457|q1","Q351|a.3|v.3|x.3|p.3|u.3|i.3","","","",""
"10/11/2024 8:41","10/11/2024 8:43","0","100","89","1","10/11/2024 8:43","","","","","anonymous","EN","1",44,"7","1","","","","","","","","","","","","","","4","5","1","3","4","4","4","","","","","","","2","FL_430","","","","Q417|q1","Q463|v.1|a.1|x.1|u.1|i.1|p.1",""
"10/11/2024 8:41","10/11/2024 8:43","0","100","117","1","10/11/2024 8:43","","","","","anonymous","EN","1",45,"2","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"10/11/2024 8:40","10/11/2024 8:43","0","100","123","1","10/11/2024 8:43","","","","","anonymous","EN","1",46,"7","1","","","","","","","","","","","","","","5","1","2","2","2","2","4","","","","","","","1","FL_430","","","","Q417|q1","Q463|p.1|v.1|i.1|a.1|u.1|x.1",""
"10/11/2024 8:42","10/11/2024 8:43","0","100","43","1","10/11/2024 8:43","","","","","anonymous","EN","1",47,"6","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"10/11/2024 8:41","10/11/2024 8:43","0","100","120","1","10/11/2024 8:43","","","","","anonymous","EN","1",48,"7","1","6","6","6","6","6","6","4","","","","","","","","","","","","","","","","","","","","2","FL_151","Q457|q1","Q351|p.3|v.3|i.3|a.3|u.3|x.3","","","",""
"10/11/2024 8:42","10/11/2024 8:43","0","100","41","1","10/11/2024 8:43","","","","","anonymous","EN","1",49,"6","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"10/11/2024 8:40","10/11/2024 8:43","0","100","160","1","10/11/2024 8:43","","","","","anonymous","EN","1",50,"7","1","2","","","","","","","3","3","3","3","4","4","","","","","","","","","","","","","","2","FL_152","Q457|q1","","Q364|v.4|i.4|u.4|x.4|a.4|p.4","","",""
"10/11/2024 8:41","10/11/2024 8:43","0","100","89","1","10/11/2024 8:43","","","","","anonymous","EN","1",51,"7","1","","","","","","","","","","","","","","6","","","","","","","7","6","7","6","6","4","7","FL_431","","","","Q417|q1","","Q423|v.2|a.2|p.2|i.2|x.2|u.2"
"10/11/2024 8:40","10/11/2024 8:43","0","100","159","1","10/11/2024 8:43","","","","","anonymous","EN","1",52,"7","1","","","","","","","","","","","","","","5","","","","","","","6","6","6","6","6","4","7","FL_431","","","","Q417|q1","","Q423|v.2|p.2|i.2|a.2|x.2|u.2"
"10/11/2024 8:42","10/11/2024 8:43","0","100","32","1","10/11/2024 8:43","","","","","anonymous","EN","1",53,"6","6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"10/11/2024 8:39","10/11/2024 8:43","0","100","225","1","10/11/2024 8:43","","","","","anonymous","EN","1",54,"7","1","","","","","","","","","","","","","","5","","","","","","","3","3","5","3","3","4","3","FL_431","","","","Q417|q1","","Q423|u.2|i.2|x.2|a.2|p.2|v.2"
"10/11/2024 8:39","10/11/2024 8:43","0","100","239","1","10/11/2024 8:43","","","","","anonymous","EN","1",55,"7","1","","","","","","","","","","","","","","5","","","","","","","6","5","5","6","5","4","5","FL_431","","","","Q417|q1","","Q423|u.2|v.2|p.2|i.2|x.2|a.2"
"10/11/2024 8:42","10/11/2024 8:43","0","100","79","1","10/11/2024 8:43","","","","","anonymous","EN","1",56,"7","1","5","6","5","5","6","6","4","","","","","","","","","","","","","","","","","","","","4","FL_151","Q457|q1","Q351|p.3|a.3|u.3|v.3|i.3|x.3","","","",""
"10/11/2024 8:42","10/11/2024 8:43","0","100","80","1","10/11/2024 8:43","","","","","anonymous","EN","1",57,"7","1","","","","","","","","","","","","","","4","4","1","4","4","4","4","","","","","","","4","FL_430","","","","Q417|q1","Q463|i.1|x.1|a.1|u.1|v.1|p.1",""
"10/11/2024 8:40","10/11/2024 8:43","0","100","173","1","10/11/2024 8:43","","","","","anonymous","EN","1",58,"6","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"10/11/2024 8:40","10/11/2024 8:43","0","100","170","1","10/11/2024 8:43","","","","","anonymous","EN","1",59,"7","1","","","","","","","","","","","","","","3","3","3","5","3","3","4","","","","","","","2","FL_430","","","","Q417|q1","Q463|i.1|u.1|p.1|v.1|x.1|a.1",""
"10/11/2024 8:41","10/11/2024 8:43","0","100","142","1","10/11/2024 8:43","","","","","anonymous","EN","1",60,"7","1","","","","","","","","","","","","","","5","","","","","","","6","6","6","6","6","4","6","FL_431","","","","Q417|q1","","Q423|u.2|a.2|x.2|v.2|p.2|i.2"
"10/11/2024 8:39","10/11/2024 8:43","0","100","259","1","10/11/2024 8:43","","","","","anonymous","EN","1",61,"7","1","","","","","","","","","","","","","","3","","","","","","","7","7","7","7","7","4","7","FL_431","","","","Q417|q1","","Q423|u.2|i.2|v.2|a.2|x.2|p.2"
"10/11/2024 8:41","10/11/2024 8:43","0","100","141","1","10/11/2024 8:43","","","","","anonymous","EN","1",62,"7","1","7","","","","","","","7","6","7","1","3","4","","","","","","","","","","","","","","7","FL_152","Q457|q1","","Q364|i.4|v.4|x.4|u.4|p.4|a.4","","",""
"10/11/2024 8:38","10/11/2024 8:43","0","100","300","1","10/11/2024 8:43","","","","","anonymous","EN","1",63,"7","1","6","","","","","","","5","4","5","5","5","4","","","","","","","","","","","","","","5","FL_152","Q457|q1","","Q364|a.4|i.4|v.4|x.4|p.4|u.4","","",""
"10/11/2024 8:41","10/11/2024 8:43","0","100","148","1","10/11/2024 8:43","","","","","anonymous","EN","1",64,"6","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"10/11/2024 8:42","10/11/2024 8:44","0","100","99","1","10/11/2024 8:44","","","","","anonymous","EN","1",65,"7","1","","","","","","","","","","","","","","3","3","2","3","3","3","4","","","","","","","1","FL_430","","","","Q417|q1","Q463|v.1|x.1|i.1|a.1|p.1|u.1",""
"10/11/2024 8:40","10/11/2024 8:44","0","100","226","1","10/11/2024 8:44","","","","","anonymous","EN","1",66,"7","1","7","5","7","6","4","5","4","","","","","","","","","","","","","","","","","","","","5","FL_151","Q457|q1","Q351|p.3|v.3|i.3|u.3|x.3|a.3","","","",""
"10/11/2024 8:40","10/11/2024 8:44","0","100","226","1","10/11/2024 8:44","","","","","anonymous","EN","1",67,"7","1","5","","","","","","","4","4","6","5","3","4","","","","","","","","","","","","","","6","FL_152","Q457|q1","","Q364|u.4|x.4|i.4|p.4|a.4|v.4","","",""
"10/11/2024 8:43","10/11/2024 8:44","0","100","31","1","10/11/2024 8:44","","","","","anonymous","EN","1",68,"4","3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"10/11/2024 8:42","10/11/2024 8:44","0","100","102","1","10/11/2024 8:44","","","","","anonymous","EN","1",69,"7","1","3","","","","","","","3","3","4","3","3","4","","","","","","","","","","","","","","3","FL_152","Q457|q1","","Q364|i.4|p.4|v.4|a.4|u.4|x.4","","",""
"10/11/2024 8:42","10/11/2024 8:44","0","100","102","1","10/11/2024 8:44","","","","","anonymous","EN","1",70,"7","1","","","","","","","","","","","","","","5","4","4","4","4","3","4","","","","","","","3","FL_430","","","","Q417|q1","Q463|x.1|p.1|u.1|v.1|a.1|i.1",""
"10/11/2024 8:42","10/11/2024 8:44","0","100","153","1","10/11/2024 8:44","","","","","anonymous","EN","1",71,"7","1","","","","","","","","","","","","","","4","","","","","","","5","6","6","5","5","4","6","FL_431","","","","Q417|q1","","Q423|p.2|v.2|a.2|x.2|u.2|i.2"
"10/11/2024 8:42","10/11/2024 8:44","0","100","108","1","10/11/2024 8:44","","","","","anonymous","EN","1",72,"7","1","","","","","","","","","","","","","","2","2","1","2","3","3","4","","","","","","","1","FL_430","","","","Q417|q1","Q463|u.1|i.1|v.1|a.1|p.1|x.1",""
"10/11/2024 8:41","10/11/2024 8:44","0","100","203","1","10/11/2024 8:44","","","","","anonymous","EN","1",73,"7","1","","","","","","","","","","","","","","5","","","","","","","4","3","4","4","3","4","5","FL_431","","","","Q417|q1","","Q423|u.2|x.2|v.2|p.2|a.2|i.2"
"10/11/2024 8:42","10/11/2024 8:44","0","100","122","1","10/11/2024 8:44","","","","","anonymous","EN","1",74,"7","1","","","","","","","","","","","","","","5","6","5","4","5","5","5","","","","","","","5","FL_430","","","","Q417|q1","Q463|v.1|p.1|u.1|i.1|x.1|a.1",""
"10/11/2024 8:42","10/11/2024 8:44","0","100","166","1","10/11/2024 8:44","","","","","anonymous","EN","1",75,"7","1","","","","","","","","","","","","","","5","","","","","","","3","3","5","2","4","4","6","FL_431","","","","Q417|q1","","Q423|a.2|i.2|x.2|p.2|u.2|v.2"
"10/11/2024 8:42","10/11/2024 8:44","0","100","139","1","10/11/2024 8:44","","","","","anonymous","EN","1",76,"5","3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"10/11/2024 8:41","10/11/2024 8:44","0","100","193","1","10/11/2024 8:44","","","","","anonymous","EN","1",77,"7","1","2","6","7","7","6","7","4","","","","","","","","","","","","","","","","","","","","7","FL_151","Q457|q1","Q351|a.3|i.3|u.3|v.3|p.3|x.3","","","",""
"10/11/2024 8:42","10/11/2024 8:44","0","100","132","1","10/11/2024 8:44","","","","","anonymous","EN","1",78,"7","1","","","","","","","","","","","","","","3","","","","","","","2","4","4","1","1","4","1","FL_431","","","","Q417|q1","","Q423|v.2|x.2|p.2|a.2|i.2|u.2"
"10/11/2024 8:39","10/11/2024 8:45","0","100","306","1","10/11/2024 8:45","","","","","anonymous","EN","1",79,"7","1","3","","","","","","","4","3","4","3","2","4","","","","","","","","","","","","","","3","FL_152","Q457|q1","","Q364|v.4|p.4|x.4|i.4|a.4|u.4","","",""
"10/11/2024 8:40","10/11/2024 8:45","0","100","287","1","10/11/2024 8:45","","","","","anonymous","EN","1",80,"7","1","7","","","","","","","1","4","1","2","1","4","","","","","","","","","","","","","","1","FL_152","Q457|q1","","Q364|u.4|v.4|p.4|x.4|i.4|a.4","","",""
"10/11/2024 8:42","10/11/2024 8:45","0","100","162","1","10/11/2024 8:45","","","","","anonymous","EN","1",81,"7","1","1","1","1","1","1","1","4","","","","","","","","","","","","","","","","","","","","1","FL_151","Q457|q1","Q351|i.3|u.3|x.3|a.3|p.3|v.3","","","",""
"10/11/2024 8:42","10/11/2024 8:45","0","100","171","1","10/11/2024 8:45","","","","","anonymous","EN","1",82,"7","1","7","","","","","","","7","7","7","7","7","4","","","","","","","","","","","","","","7","FL_152","Q457|q1","","Q364|u.4|i.4|a.4|x.4|v.4|p.4","","",""
"10/11/2024 8:43","10/11/2024 8:45","0","100","92","1","10/11/2024 8:45","","","","","anonymous","EN","1",83,"6","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"10/11/2024 8:44","10/11/2024 8:45","0","100","57","1","10/11/2024 8:45","","","","","anonymous","EN","1",84,"6","3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"10/11/2024 8:43","10/11/2024 8:45","0","100","128","1","10/11/2024 8:45","","","","","anonymous","EN","1",85,"7","1","5","3","3","3","3","2","4","","","","","","","","","","","","","","","","","","","","2","FL_151","Q457|q1","Q351|p.3|x.3|v.3|u.3|i.3|a.3","","","",""
"10/11/2024 8:43","10/11/2024 8:45","0","100","103","1","10/11/2024 8:45","","","","","anonymous","EN","1",86,"7","1","6","","","","","","","5","6","6","6","6","4","","","","","","","","","","","","","","6","FL_152","Q457|q1","","Q364|a.4|v.4|p.4|u.4|i.4|x.4","","",""
"10/11/2024 8:43","10/11/2024 8:45","0","100","109","1","10/11/2024 8:45","","","","","anonymous","EN","1",87,"7","1","","","","","","","","","","","","","","3","2","2","3","2","4","4","","","","","","","1","FL_430","","","","Q417|q1","Q463|p.1|i.1|a.1|v.1|x.1|u.1",""
"10/11/2024 8:44","10/11/2024 8:45","0","100","53","1","10/11/2024 8:45","","","","","anonymous","EN","1",88,"6","5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"10/11/2024 8:42","10/11/2024 8:45","0","100","187","1","10/11/2024 8:45","","","","","anonymous","EN","1",89,"7","1","6","5","5","4","5","5","4","","","","","","","","","","","","","","","","","","","","4","FL_151","Q457|q1","Q351|a.3|x.3|v.3|p.3|u.3|i.3","","","",""
"10/11/2024 8:44","10/11/2024 8:45","0","100","78","1","10/11/2024 8:45","","","","","anonymous","EN","1",90,"7","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"10/11/2024 8:43","10/11/2024 8:45","0","100","92","1","10/11/2024 8:45","","","","","anonymous","EN","1",91,"7","1","3","4","2","2","2","7","4","","","","","","","","","","","","","","","","","","","","2","FL_151","Q457|q1","Q351|u.3|i.3|a.3|v.3|p.3|x.3","","","",""
"10/11/2024 8:40","10/11/2024 8:45","0","100","286","1","10/11/2024 8:45","","","","","anonymous","EN","1",92,"7","1","2","2","2","2","2","2","4","","","","","","","","","","","","","","","","","","","","1","FL_151","Q457|q1","Q351|i.3|x.3|v.3|u.3|a.3|p.3","","","",""
"10/11/2024 8:42","10/11/2024 8:45","0","100","191","1","10/11/2024 8:45","","","","","anonymous","EN","1",93,"7","1","","","","","","","","","","","","","","4","3","1","2","4","2","4","","","","","","","1","FL_430","","","","Q417|q1","Q463|x.1|u.1|i.1|v.1|p.1|a.1",""
"10/11/2024 8:40","10/11/2024 8:45","0","100","280","1","10/11/2024 8:45","","","","","anonymous","EN","1",94,"7","1","5","2","1","2","4","2","4","","","","","","","","","","","","","","","","","","","","1","FL_151","Q457|q1","Q351|u.3|p.3|i.3|a.3|x.3|v.3","","","",""
"10/11/2024 8:43","10/11/2024 8:45","0","100","101","1","10/11/2024 8:45","","","","","anonymous","EN","1",95,"7","1","6","2","4","5","2","6","4","","","","","","","","","","","","","","","","","","","","4","FL_151","Q457|q1","Q351|a.3|x.3|i.3|v.3|p.3|u.3","","","",""
"10/11/2024 8:43","10/11/2024 8:45","0","100","127","1","10/11/2024 8:45","","","","","anonymous","EN","1",96,"7","1","6","3","3","3","3","3","4","","","","","","","","","","","","","","","","","","","","2","FL_151","Q457|q1","Q351|p.3|a.3|i.3|u.3|x.3|v.3","","","",""
"10/11/2024 8:41","10/11/2024 8:45","0","100","245","1","10/11/2024 8:45","","","","","anonymous","EN","1",97,"7","1","","","","","","","","","","","","","","6","","","","","","","4","7","6","5","6","4","4","FL_431","","","","Q417|q1","","Q423|p.2|x.2|i.2|u.2|a.2|v.2"
"10/11/2024 8:43","10/11/2024 8:45","0","100","154","1","10/11/2024 8:45","","","","","anonymous","EN","1",98,"7","1","7","5","5","5","5","5","4","","","","","","","","","","","","","","","","","","","","4","FL_151","Q457|q1","Q351|x.3|v.3|i.3|p.3|u.3|a.3","","","",""
"10/11/2024 8:42","10/11/2024 8:45","0","100","174","1","10/11/2024 8:45","","","","","anonymous","EN","1",99,"7","1","","","","","","","","","","","","","","6","3","4","4","5","5","4","","","","","","","1","FL_430","","","","Q417|q1","Q463|p.1|v.1|i.1|a.1|x.1|u.1",""
"10/11/2024 8:43","10/11/2024 8:45","0","100","153","1","10/11/2024 8:45","","","","","anonymous","EN","1",100,"6","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"10/11/2024 8:43","10/11/2024 8:45","0","100","126","1","10/11/2024 8:45","","","","","anonymous","EN","1",101,"6","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"10/11/2024 8:42","10/11/2024 8:45","0","100","182","1","10/11/2024 8:45","","","","","anonymous","EN","1",102,"7","1","","","","","","","","","","","","","","4","","","","","","","2","2","2","2","1","4","1","FL_431","","","","Q417|q1","","Q423|p.2|a.2|i.2|x.2|v.2|u.2"
