StartDate,EndDate,Status,Progress,Duration (in seconds),Finished,RecordedDate,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,DistributionChannel,UserLanguage,consent,pid,id,com.1,com.2,v.1_s,p.1_s,i.1_s,u.1_s,a.1_s,z,v.2_s,p.2_s,i.2_s,u.2_s,a.2_s,x.2_s,v.1_f,p.1_f,i.1_f,u.1_f,a.1_f,v.2_f,p.2_f,i.2_f,u.2_f,a.2_f,x.2_f,v.1_m,p.1_m,i.1_m,u.1_m,a.1_m,v.2_m,p.2_m,i.2_m,u.2_m,a.2_m,x.2_m,v.1_b,p.1_b,i.1_b,u.1_b,a.1_b,v.2_b,p.2_b,i.2_b,u.2_b,a.2_b,x.2_b,v.3_s,p.3_s,i.3_s,u.3_s,a.3_s,x.3_s,v.3_f,p.3_f,i.3_f,u.3_f,a.3_f,x.3_f,v.3_m,p.3_m,i.3_m,u.3_m,a.3_m,x.3_m,v.3_b,p.3_b,i.3_b,u.3_b,a.3_b,x.3_b,cvm,FL_209_DO,FL_130_DO,FL_178_DO,FL_259_DO,FL_332_DO,viennamessage_DO,viennarelevantcase_DO,merrickmessage_DO,merrickrelevantcase_DO,blockbustermessage_DO,blockbusterrelevantcase_DO,bikemessage_DO,bikerelevantcase_DO,viennairrelevantcase_DO,merrickirrelevantcase_DO,blockbusterirrelevantcase_DO,bikeirrelevantcase_DO
9/6/2024 7:34,9/6/2024 7:34,0,100,47,1,9/6/2024 7:34,,,,,anonymous,EN,1,66a7e03094a60d56e12cbb35,6659f61745db8e16a43bd54d,5,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9/6/2024 7:31,9/6/2024 7:34,0,100,217,1,9/6/2024 7:34,,,,,anonymous,EN,1,668d307c58d707924ddf8496,5d113545951e3d00151654dd,7,1,,,,,,"Well that changing the description of something could better elevate it, whether amongst competitors or its own novelty. Basic marketing i think ",,,,,,,3,4,3,3,3,2,1,1,2,2,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,FL_130,FL_136,,,,,,Q351|p.1_f|v.1_f|a.1_f|u.1_f|i.1_f,Q364|x.2_f|i.2_f|p.2_f|u.2_f|a.2_f|v.2_f,,,,,,,,
9/6/2024 7:33,9/6/2024 7:34,0,100,107,1,9/6/2024 7:34,,,,,anonymous,EN,1,60ba101202b7fd117c0f3b94,608f3340dea4a320b761cb95,6,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9/6/2024 7:33,9/6/2024 7:34,0,100,90,1,9/6/2024 7:34,,,,,anonymous,EN,1,66af86586835b3b4a615e253,63219da0f459b1f2e5e0f3bf,7,1,,,,,,Something about changing the idea for next time.,,,,,,,3,3,2,3,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,4,4,5,5,4,,,,,,,,,,,,,2,FL_259,,,FL_267,,,,Q351|u.1_f|p.1_f|v.1_f|a.1_f|i.1_f,,,,,,,Q410|p.3_f|v.3_f|i.3_f|u.3_f|a.3_f|x.3_f,,
9/6/2024 7:32,9/6/2024 7:35,0,100,142,1,9/6/2024 7:35,,,,,anonymous,EN,1,5fd7a0a60b671a000bfefb17,602d2adcef81ce6b843da09b,7,1,,,,,,I learned that when shipping something if you put a fragile logo such as a tv it is less likely to be damaged.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,2,2,2,3,2,3,3,2,4,,,,,,,,,,,,,,,,,,,,,,,,,2,FL_178,,FL_203,,,,,,,,,Q417|p.1_b|v.1_b|a.1_b|u.1_b|i.1_b,Q423|a.2_b|v.2_b|x.2_b|p.2_b|i.2_b|u.2_b,,,,
9/6/2024 7:32,9/6/2024 7:35,0,100,164,1,9/6/2024 7:35,,,,,anonymous,EN,1,5b7c76916a33e800018552f6,5fd7a0a60b671a000bfefb17,7,1,,,,,,That mistakes are the best teachers in life,,,,,,,5,3,5,5,5,6,6,6,6,6,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,FL_178,,FL_185,,,,,Q351|i.1_f|u.1_f|v.1_f|p.1_f|a.1_f,Q364|i.2_f|v.2_f|a.2_f|u.2_f|p.2_f|x.2_f,,,,,,,,
9/6/2024 7:32,9/6/2024 7:35,0,100,193,1,9/6/2024 7:35,,,,,anonymous,EN,1,669548a916431c1f53258f2f,60ba101202b7fd117c0f3b94,7,1,,,,,,"On a package with a bycicle with High-End electronic sensors is better to add a sticker of a flat screen TV, because no-one wants to damage TV.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,4,4,3,3,4,5,6,5,5,7,,,,,,,,,,,,,,,,,,,,,,,,,2,FL_178,,FL_203,,,,,,,,,Q417|v.1_b|u.1_b|p.1_b|a.1_b|i.1_b,Q423|i.2_b|a.2_b|u.2_b|x.2_b|p.2_b|v.2_b,,,,
9/6/2024 7:33,9/6/2024 7:35,0,100,131,1,9/6/2024 7:35,,,,,anonymous,EN,1,64ec8bacad2f90aba43e7ccd,5b6d98d55d764f000151a842,7,1,5,4,5,5,6,The more compelling the evidence is for anything makes it more probable. Think of the difference between a Hypothesis a theory and a fact. More evidence is more facts,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,6,7,6,7,4,,,,,,,,,,,,,,,,,,,2,FL_332,,,,FL_333,Q437|i.1_s|a.1_s|v.1_s|p.1_s|u.1_s,,,,,,,,Q450|a.3_s|p.3_s|u.3_s|v.3_s|i.3_s|x.3_s,,,
9/6/2024 7:34,9/6/2024 7:35,0,100,59,1,9/6/2024 7:35,,,,,anonymous,EN,1,609a5687957e53ed0f27f4e9,6096a175a2933cf1f6987fc4,7,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9/6/2024 7:32,9/6/2024 7:35,0,100,178,1,9/6/2024 7:35,,,,,anonymous,EN,1,5deed93eb235fc5888f1fcd5,661ec095d72cab6ddd9d6194,7,1,2,2,2,2,2,If you have compelling evidence then you don't need a theory. As theories are just opinions.,6,6,6,6,6,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,FL_130,FL_134,,,,Q437|i.1_s|u.1_s|a.1_s|v.1_s|p.1_s,Q443|a.2_s|u.2_s|p.2_s|v.2_s|x.2_s|i.2_s,,,,,,,,,,
9/6/2024 7:33,9/6/2024 7:35,0,100,163,1,9/6/2024 7:35,,,,,anonymous,EN,1,602d2adcef81ce6b843da09b,5e0e72587855d35d4dd68c7d,7,1,,,,,,It is necessary to recognize and adapt to the latest industrial trend in order to achieve success,,,,,,,,,,,,,,,,,,5,3,5,5,5,2,1,2,4,1,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,FL_130,FL_151,,,,,,,,Q457|u.1_m|v.1_m|a.1_m|i.1_m|p.1_m,Q463|u.2_m|p.2_m|x.2_m|i.2_m|v.2_m|a.2_m,,,,,,
9/6/2024 7:34,9/6/2024 7:36,0,100,100,1,9/6/2024 7:36,,,,,anonymous,EN,1,667d77257f56f2b55aa80be6,655796fd08c78337d210bce5,6,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9/6/2024 7:32,9/6/2024 7:36,0,100,194,1,9/6/2024 7:36,,,,,anonymous,EN,1,5ee7bdcbead07b07fc0da514,64ec8bacad2f90aba43e7ccd,7,1,,,,,,Basically what I deduced from the information was how much I have gained in terms of a lesson I had attended nd the possible effects of the lesson.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,5,6,5,6,6,6,6,6,5,4,,,,,,,,,,,,,,,,,,,,,,,,,2,FL_130,FL_152,,,,,,,,,,Q417|i.1_b|u.1_b|p.1_b|a.1_b|v.1_b,Q423|x.2_b|a.2_b|v.2_b|p.2_b|u.2_b|i.2_b,,,,
9/6/2024 7:31,9/6/2024 7:36,0,100,291,1,9/6/2024 7:36,,,,,anonymous,EN,1,655a97bf4d75ee9bf7ab0794,5e15bb77e78021b9d45d8cf4,7,1,,,,,,"What I learned was that, when companies package their goods in a way which makes it seem fragile, then it is more likely to be treated as a fragile good, which as a result causes less damages to the product.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,5,6,5,3,,,,,,,,,,,,,,,,,,,,,,,,,1,1,2,1,1,4,1,FL_332,,,,FL_357,,,,,,,Q417|u.1_b|v.1_b|p.1_b|i.1_b|a.1_b,,,,,Q430|x.3_b|i.3_b|a.3_b|v.3_b|p.3_b|u.3_b
9/6/2024 7:33,9/6/2024 7:36,0,100,164,1,9/6/2024 7:36,,,,,anonymous,EN,1,661ec095d72cab6ddd9d6194,63e57ca5d6e126546cfc66bf,7,1,,,,,,"The first lesson basically told you to monitor market trends, which is a useful point all of the time. The second was a single mistake by Blockbuster which was difficult to forsee as the market had not changed sufficiently for Blockbuster to notice until it was too late",,,,,,,,,,,,,,,,,,6,3,3,3,3,2,2,2,2,2,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,FL_178,,FL_197,,,,,,,Q457|v.1_m|p.1_m|i.1_m|a.1_m|u.1_m,Q463|a.2_m|i.2_m|p.2_m|u.2_m|x.2_m|v.2_m,,,,,,
9/6/2024 7:35,9/6/2024 7:36,0,100,30,1,9/6/2024 7:36,,,,,anonymous,EN,1,6000105006ea511c281954a8,a,7,1,,,,,,adsfasdfasdfaswefawesfawe,,,,,,,7,7,7,7,7,7,7,7,7,7,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,FL_130,FL_136,,,,,,Q351|v.1_f|p.1_f|a.1_f|u.1_f|i.1_f,Q364|u.2_f|v.2_f|p.2_f|x.2_f|a.2_f|i.2_f,,,,,,,,
9/6/2024 7:32,9/6/2024 7:36,0,100,200,1,9/6/2024 7:36,,,,,anonymous,EN,1,608f3340dea4a320b761cb95,655a97bf4d75ee9bf7ab0794,7,1,,,,,,I learnt that information can change the preception of a product. ,,,,,,,4,5,5,5,6,5,5,4,5,5,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,FL_130,FL_136,,,,,,Q351|p.1_f|i.1_f|a.1_f|u.1_f|v.1_f,Q364|p.2_f|u.2_f|v.2_f|a.2_f|i.2_f|x.2_f,,,,,,,,
9/6/2024 7:32,9/6/2024 7:36,0,100,231,1,9/6/2024 7:36,,,,,anonymous,EN,1,6660fc25e5227a93c8c6d898,5b7c76916a33e800018552f6,7,1,,,,,,"There was a disconnect between what I learned and how useful it was to me vs. how interesting/compelling. I am fascinated with market psychology, so I enjoy learning about the failure of the brand because they focused on plaque removal vs what customers want, which is fresh breath. But it's not information I will apply in my daily life.",,,,,,,2,3,4,3,4,4,5,4,2,3,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,FL_178,,FL_185,,,,,Q351|p.1_f|a.1_f|u.1_f|i.1_f|v.1_f,Q364|u.2_f|i.2_f|a.2_f|p.2_f|v.2_f|x.2_f,,,,,,,,
9/6/2024 7:33,9/6/2024 7:36,0,100,150,1,9/6/2024 7:36,,,,,anonymous,EN,1,66bcad2707703bf2578d1ce6,61486615761e2017face98c1,7,1,,,,,,"I learnt that when packaging something, if you highlight that it's fragile via packaging means, the shipping provider will be more likely to take greater care when handling the package, resulting in less damage.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,2,3,4,5,6,5,6,6,4,4,,,,,,,,,,,,,,,,,,,,,,,,,2,FL_130,FL_152,,,,,,,,,,Q417|u.1_b|p.1_b|a.1_b|v.1_b|i.1_b,Q423|x.2_b|v.2_b|i.2_b|u.2_b|p.2_b|a.2_b,,,,
9/6/2024 7:32,9/6/2024 7:36,0,100,206,1,9/6/2024 7:36,,,,,anonymous,EN,1,60fa9b17c5f485add54e64c8,66af86586835b3b4a615e253@email.prolific.com,7,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9/6/2024 7:35,9/6/2024 7:36,0,100,30,1,9/6/2024 7:36,,,,,anonymous,EN,1,61154503002b93af22a9353d,6682b43961a6ee98717d232e,6,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9/6/2024 7:36,9/6/2024 7:36,0,100,22,1,9/6/2024 7:36,,,,,anonymous,EN,1,5f3d49c430715f09ebb6389e,6683fb3dde06f837ffbf9544,6,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9/6/2024 7:36,9/6/2024 7:36,0,100,29,1,9/6/2024 7:36,,,,,anonymous,EN,1,612fce848026d4ceffd96721,5eff6065cc8d32014292657f,6,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9/6/2024 7:35,9/6/2024 7:36,0,100,56,1,9/6/2024 7:36,,,,,anonymous,EN,1,5e0e72587855d35d4dd68c7d,66d5fb4827efff6d57854f92,6,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9/6/2024 7:34,9/6/2024 7:36,0,100,161,1,9/6/2024 7:36,,,,,anonymous,EN,1,66da1ee997e80ed7628558f3,6614838885651ef9a2bf2c00,7,1,5,3,4,6,5,I learned that women’s health and safety has never been important and never will be as we revert back in recent years. ,6,5,6,4,3,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,FL_178,,FL_179,,,Q437|v.1_s|a.1_s|u.1_s|i.1_s|p.1_s,Q443|i.2_s|a.2_s|u.2_s|p.2_s|x.2_s|v.2_s,,,,,,,,,,
9/6/2024 7:34,9/6/2024 7:36,0,100,167,1,9/6/2024 7:36,,,,,anonymous,EN,1,63219da0f459b1f2e5e0f3bf,600235988c6b062314984ac0,3,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9/6/2024 7:33,9/6/2024 7:36,0,100,233,1,9/6/2024 7:36,,,,,anonymous,EN,1,611e45193dec2e2c00cc139e,6660fc25e5227a93c8c6d898,7,1,,,,,,i can't really use this information at this moment in my life but i might reflect on this later on,,,,,,,,,,,,,,,,,,3,2,3,3,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,4,,,,,,,1,FL_332,,,,FL_351,,,,,Q457|p.1_m|v.1_m|u.1_m|a.1_m|i.1_m,,,,,,Q470|x.3_m|p.3_m|u.3_m|v.3_m|a.3_m|i.3_m,
9/6/2024 7:36,9/6/2024 7:36,0,100,28,1,9/6/2024 7:36,,,,,anonymous,EN,1,63e57ca5d6e126546cfc66bf,66c6006312cdc56912254a3d,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9/6/2024 7:33,9/6/2024 7:37,0,100,220,1,9/6/2024 7:37,,,,,anonymous,EN,1,660eafee7515c432e850362d,5f3d49c430715f09ebb6389e,7,1,5,2,5,5,4,I learned that unless people have a compelling theory to support a differing opinion they are unlikely to change their minds.,6,5,6,6,6,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,FL_130,FL_134,,,,Q437|u.1_s|i.1_s|a.1_s|v.1_s|p.1_s,Q443|x.2_s|i.2_s|p.2_s|a.2_s|v.2_s|u.2_s,,,,,,,,,,
9/6/2024 7:34,9/6/2024 7:37,0,100,139,1,9/6/2024 7:37,,,,,anonymous,EN,1,654fc5ddeb2540487c1f67ba,6130f102b3dfe2d4975dd252,6,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
